sample_name,orgname,16scq,totsum,rspsum,mesocosm,type,stage,sex,date.collected,day,abdomen.length.mm,wing.length,hindleg.length,special,dispersal,temperature,infusion,Wolb_ct1,Wolb_ct2,Act_ct,notes
OL3_4_4_S87_L001,OL3.4_4,26.29708322,33148,33078,OL3.4,A.albopictus,Adult,F,9/3/19,19,3.13,3.14,7.61,,D,C,OL,23.15842819,23.27330208,22.48309517,
SG2_3_1_S119_L001,SG2.3_1,26.8297864,33850,33701,SG2.3,A.albopictus,Adult,F,9/3/19,19,2.79,3.08,7.51,,D,C,SG,24.06548309,24.03174019,24.72895241,
SG2_4_2_S121_L001,SG2.4_2,27.07336595,44715,44658,SG2.4,A.albopictus,Adult,F,9/3/19,19,3.2,3.22,7.21,,D,C,SG,23.13216782,22.58800507,24.30283165,
SG2_5_6_S127_L001,SG2.5_6,25.70242499,34610,34504,SG2.5,A.albopictus,Adult,F,9/3/19,19,2.74,2.67,7.31,,N,H,SG,23.36654282,23.33204842,23.07901192,
SG2_7_4_S135_L001,SG2.7_4,27.14526972,64080,63705,SG2.7,A.albopictus,Adult,F,9/3/19,19,2.45,2.31,6.41,,D,H,SG,19.76153946,20.01447105,23.09932709,
SG3_3_1_S141_L001,SG3.3_1,28.21623066,32630,31859,SG3.3,A.albopictus,Adult,M,9/3/19,19,3.42,2.79,7.21,,D,C,SG,24.81376648,24.96126175,24.26336098,
SW1_5_1_S158_L001,SW1.5_1,23.43718307,57871,57520,SW1.5,A.albopictus,Adult,F,9/3/19,19,2.31,2.21,6.73,,N,H,SW,22.45518875,21.90499878,24.04989243,
SW1_8_1_S159_L001,SW1.8_1,27.79796652,39969,39722,SW1.8,A.albopictus,Adult,F,9/3/19,19,2.61,2.45,6.76,,D,H,SW,19.95973206,19.5988884,23.94446945,
SW3_1_1_S182_L001,SW3.1_1,27.65786955,36618,36401,SW3.1,A.albopictus,Adult,M,9/3/19,19,2.74,2.42,6.34,,N,C,SW,21.30607224,20.65884972,24.27055931,
SW3_8_3_S197_L001,SW3.8_3,22.48568379,20333,20264,SW3.8,A.albopictus,Adult,F,9/3/19,19,2.88,3.15,7.81,,D,H,SW,25.07369041,24.29316521,22.43276215,
OL1_2_1_S8_L001,OL1.2_1,27.41491402,61206,61026,OL1.2,A.albopictus,Adult,F,9/4/19,20,2.24,2.7,7.07,,N,C,OL,24.3219738,24.42866516,23.37666893,
OL1_6_4_S25_L001,OL1.6_4,27.51340267,49646,49278,OL1.6,A.albopictus,Adult,F,9/4/19,20,2.33,2.74,6.35,,N,H,OL,22.61651421,20.3595314,23.25758743,
OL2_3_1_S37_L001,OL2.3_1,28.66491126,56235,55808,OL2.3,A.albopictus,Adult,M,9/4/19,20,2.31,2.03,5.45,,D,C,OL,20.94627571,20.84897804,23.37038231,
OL2_3_2_S38_L001,OL2.3_2,26.59982736,42832,42649,OL2.3,A.albopictus,Adult,F,9/4/19,20,2.35,2.6,7.06,,D,C,OL,19.93500519,19.50575447,23.30161476,
OL2_3_3_S39_L001,OL2.3_3,28.07617795,48146,47607,OL2.3,A.albopictus,Adult,F,9/4/19,20,2.31,2.78,7.38,,D,C,OL,21.16430855,21.16604233,23.33319855,
OL3_2_6_S77_L001,OL3.2_6,28.3185711,13425,13339,OL3.2,A.albopictus,Adult,F,9/4/19,20,2.23,2.77,6.42,,N,C,OL,24.14127541,24.1366539,23.37375641,
SG2_1_3_S108_L001,SG2.1_3,,35020,35008,SG2.1,A.albopictus,Adult,F,9/4/19,20,2.71,2.62,7.44,,N,C,SG,23.80006981,23.74465752,24.81608772,
SG2_2_3_S115_L001,SG2.2_3,26.05383561,46695,46558,SG2.2,A.albopictus,Adult,M,9/4/19,20,2.35,2.41,6.03,,N,C,SG,23.94521332,23.18900681,23.47599792,
SW2_8_1_S181_L001,SW2.8_1,27.92636199,42076,41859,SW2.8,A.albopictus,Adult,F,9/4/19,20,2.68,2.9,6.55,,D,H,SW,23.96713448,23.99742699,23.8000412,
SW3_5_1_S191_L001,SW3.5_1,20.12132727,29054,28839,SW3.5,A.albopictus,Adult,F,9/4/19,20,2.42,2.32,6.42,,N,H,SW,24.07170105,24.83250618,22.7266655,
OL1_1_7_S6_L001,OL1.1_7,28.34080196,66369,66200,OL1.1,A.albopictus,Adult,M,9/5/19,21,2.14,2.33,5.97,,N,C,OL,23.28539848,23.56788635,23.95807076,
OL1_4_5_S17_L001,OL1.4_5,27.00019151,56036,55898,OL1.4,A.albopictus,Adult,M,9/5/19,21,2.44,2.31,6.75,,D,C,OL,23.11450005,22.82937241,23.14491653,
OL2_3_4_S40_L001,OL2.3_4,28.63576391,52116,51844,OL2.3,A.albopictus,Adult,M,9/5/19,21,1.96,1.85,5.76,,D,C,OL,24.40167046,24.1094799,24.41600227,
OL3_3_6_S83_L001,OL3.3_6,28.65100631,34746,34540,OL3.3,A.albopictus,Adult,M,9/5/19,21,2.41,2.54,6.42,,D,C,OL,26.14922142,26.21922874,25.82003593,
SG2_1_4_S109_L001,SG2.1_4,32.22163578,47006,46726,SG2.1,A.albopictus,Adult,F,9/5/19,21,2.07,2.19,6.91,,N,C,SG,26.56292534,23.59931946,24.85427666,
SG2_2_4_S116_L001,SG2.2_4,28.03877031,37925,37713,SG2.2,A.albopictus,Adult,M,9/5/19,21,1.94,2.26,6.81,,N,C,SG,25.04266167,24.23313141,23.09056473,
SW1_8_2_S160_L001,SW1.8_2,24.37557522,80476,79764,SW1.8,A.albopictus,Adult,F,9/5/19,21,2.41,2.29,5.12,,D,H,SW,19.22801208,20.21088028,23.86969948,
SW2_1_2_S162_L001,SW2.1_2,27.76447361,44655,44403,SW2.1,A.albopictus,Adult,F,9/5/19,21,2.4,3.02,6.36,,N,C,SW,24.09288788,24.15967751,22.64419556,
SG2_1_5_S110_L001,SG2.1_5,25.95998689,73105,73044,SG2.1,A.albopictus,Adult,F,9/6/19,22,2.12,2.59,6.29,,N,C,SG,20.97624207,19.55130196,24.0646019,
SG2_1_6_S111_L001,SG2.1_6,26.43881071,58319,58259,SG2.1,A.albopictus,Adult,F,9/6/19,22,2.09,2.88,7.62,,N,C,SG,20.25111198,20.13650894,23.83777618,
SW1_4_1_S153_L001,SW1.4_1,24.74800122,46069,45933,SW1.4,A.albopictus,Adult,M,9/6/19,22,2.85,2.72,5.67,,D,C,SW,24.26335907,24.63942719,23.06074142,
SW2_1_3_S163_L001,SW2.1_3,25.91683056,50095,49926,SW2.1,A.albopictus,Adult,M,9/6/19,22,2.48,2.63,5.34,,N,C,SW,22.53759956,23.02482033,22.9607029,
SW2_1_4_S164_L001,SW2.1_4,27.1214945,46270,46112,SW2.1,A.albopictus,Adult,M,9/6/19,22,1.9,1.82,6.16,,N,C,SW,26.13970947,25.61489868,23.32988167,
SW2_6_1_S180_L001,SW2.6_1,25.89644097,50126,50001,SW2.6,A.albopictus,Adult,M,9/6/19,22,2.29,2.5,5.67,,N,H,SW,21.88576317,22.35580063,25.1097126,
SW3_6_2_S193_L001,SW3.6_2,25.36330521,21680,21642,SW3.6,A.albopictus,Adult,F,9/6/19,22,3.16,2.98,7.62,,N,H,SW,23.26082039,23.17960358,22.14616394,
OL1_1_8_S7_L001,OL1.1_8,25.15219244,82795,82641,OL1.1,A.albopictus,Adult,M,9/7/19,23,2.35,2.62,6.05,,N,C,OL,21.84471512,21.69595718,23.34496498,
SW2_1_5_S165_L001,SW2.1_5,26.27475238,38524,38451,SW2.1,A.albopictus,Adult,F,9/7/19,23,2.62,3.06,7.51,,N,C,SW,23.23168755,23.33774376,22.77463913,
SG2_2_5_S117_L001,SG2.2_5,25.97299703,56834,56637,SG2.2,A.albopictus,Adult,M,9/8/19,24,2.12,2.55,6.68,,N,C,SG,23.59614563,25.2640419,23.53245544,
SW2_5_1_S179_L001,SW2.5_1,27.08539348,54315,54088,SW2.5,A.albopictus,Adult,F,9/8/19,24,1.98,2.5,5.54,,N,H,SW,23.92022324,23.36252403,24.87836266,
SW3_3_1_S187_L001,SW3.3_1,25.74505133,55724,55445,SW3.3,A.albopictus,Adult,M,9/8/19,24,2.05,2.61,6.03,,D,C,SW,24.08059311,23.1186409,22.82098961,
OL3_1_3_S71_L001,OL3.1_3,27.01903838,46979,46616,OL3.1,A.albopictus,Adult,M,9/9/19,25,2.21,2.24,5.49,,N,C,OL,23.44360161,24.01220512,25.34917068,
SG2_1_7_S112_L001,SG2.1_7,26.91927608,61458,61099,SG2.1,A.albopictus,Adult,F,9/9/19,25,2.63,2.78,6.99,,N,C,SG,19.2897892,20.41608047,24.64521599,
SW1_4_2_S154_L001,SW1.4_2,24.30484075,42887,42590,SW1.4,A.albopictus,Adult,M,9/9/19,25,2.22,2.31,6.41,,D,C,SW,23.57344437,23.53178024,23.24720192,
SW2_1_6_S166_L001,SW2.1_6,27.16132709,34889,34621,SW2.1,A.albopictus,Adult,M,9/9/19,25,2.64,2.77,6.84,,N,C,SW,24.14352226,25.14865494,23.21735764,
SW2_4_1_S174_L001,SW2.4_1,28.87432037,42858,42621,SW2.4,A.albopictus,Adult,M,9/9/19,25,2.66,2.77,6.84,,D,C,SW,24.73001099,24.75305557,23.29416275,
SW3_4_1_S189_L001,SW3.4_1,27.02163815,23509,23436,SW3.4,A.albopictus,Adult,F,9/9/19,25,2.83,3.1,6.67,,D,C,SW,24.00303841,23.96780586,22.76717567,
OL2_1_5_S34_L001,OL2.1_5,26.25976609,43058,42925,OL2.1,A.albopictus,Adult,F,9/10/19,26,2.65,2.82,5.8,,N,C,OL,23.20742035,22.77775574,22.88536644,
SW2_3_1_S170_L001,SW2.3_1,29.88620884,33730,33341,SW2.3,A.albopictus,Adult,F,9/10/19,26,2.98,3.66,7.17,,D,C,SW,22.45298386,22.25155067,25.26425552,
SW3_4_2_S467_L001,SW3.4_2,23.67596516,19229,19226,SW3.4,A.albopictus,Adult,F,9/10/19,26,2.3,2.31,7.06,,D,C,SW,23.25438118,22.68120766,22.8678627,
SW1_4_3_S155_L001,SW1.4_3,27.19844526,85592,81113,SW1.4,A.albopictus,Adult,F,9/11/19,27,2.31,2.41,6.78,,D,C,SW,22.99076653,22.83268547,25.42762375,
SW1_4_4_S156_L001,SW1.4_4,27.0334868,79090,78762,SW1.4,A.albopictus,Adult,M,9/11/19,27,2.21,2.28,6.03,,D,C,SW,22.76736069,22.8860836,24.47917175,
SW1_4_5_S157_L001,SW1.4_5,23.84748305,82324,82152,SW1.4,A.albopictus,Adult,M,9/11/19,27,2.43,2.57,5.87,,D,C,SW,20.08437729,20.07344818,24.67737579,
SW2_3_2_S171_L001,SW2.3_2,25.47838225,46048,45938,SW2.3,A.albopictus,Adult,M,9/11/19,27,2.51,2.5,6.98,,D,C,SW,20.08098984,20.63186646,24.14100266,
SW3_3_2_S188_L001,SW3.3_2,25.36428265,50121,50036,SW3.3,A.albopictus,Adult,M,9/11/19,27,2.62,2.55,6.02,,D,C,SW,22.51204681,22.81804848,22.30898666,
SW3_4_3_S190_L001,SW3.4_3,26.63724253,24006,23826,SW3.4,A.albopictus,Adult,M,9/11/19,27,2.31,2.29,6.48,,D,C,SW,26.09192085,25.20227432,24.33673859,
SW1_2_1_S149_L001,SW1.2_1,23.80862444,59092,58942,SW1.2,A.albopictus,Adult,F,9/12/19,28,2.81,2.8,5.89,,N,C,SW,19.26706123,18.88101959,23.45544243,
SW2_3_3_S172_L001,SW2.3_3,27.31284657,30824,30693,SW2.3,A.albopictus,Adult,M,9/12/19,28,2.98,2.92,5.97,,D,C,SW,20.30617905,20.28045845,24.81819344,
SW2_4_2_S175_L001,SW2.4_2,27.44338898,28271,28101,SW2.4,A.albopictus,Adult,F,9/12/19,28,2.59,2.47,7.8,,D,C,SW,25.37465477,25.26083946,23.01518631,
SW2_4_3_S176_L001,SW2.4_3,26.1408127,37659,37477,SW2.4,A.albopictus,Adult,M,9/12/19,28,2.58,2.21,7.12,,D,C,SW,22.58162689,22.13149452,23.10393715,
SW3_2_1_S183_L001,SW3.2_1,25.34214495,52301,52224,SW3.2,A.albopictus,Adult,M,9/12/19,28,2.52,2.54,6.67,,N,C,SW,19.21381378,18.86706543,24.80766106,
SW3_2_2_S184_L001,SW3.2_2,28.33852435,40856,38131,SW3.2,A.albopictus,Adult,M,9/12/19,28,2.31,2.34,6.71,,N,C,SW,21.19233894,18.81298447,23.9791832,
SW1_2_2_S150_L001,SW1.2_2,26.57666051,45714,45487,SW1.2,A.albopictus,Adult,M,9/13/19,29,2.81,2.8,7.41,,N,C,SW,23.85803604,22.68267632,22.25516701,
SW1_2_3_S151_L001,SW1.2_3,24.93854168,40761,40615,SW1.2,A.albopictus,Adult,F,9/13/19,29,3.17,2.71,6.99,,N,C,SW,22.73254204,22.55797005,23.73515892,
SW1_3_1_S152_L001,SW1.3_1,25.71484268,46324,46203,SW1.3,A.albopictus,Adult,M,9/13/19,29,2.66,2.58,6.01,,D,C,SW,23.13561249,23.3866539,23.03475761,
SW2_3_4_S173_L001,SW2.3_4,26.85051437,44035,43908,SW2.3,A.albopictus,Adult,M,9/13/19,29,2.61,2.54,7.01,,D,C,SW,22.63306618,22.53680229,22.10288048,
SG2_2_6_S118_L001,SG2.2_6,25.0702327,74565,74487,SG2.2,A.albopictus,Adult,F,9/14/19,30,2.51,2.16,6.4,,N,C,SG,22.10224152,22.51653481,22.85942841,
SW2_4_4_S177_L001,SW2.4_4,26.91531175,53609,53379,SW2.4,A.albopictus,Adult,M,9/15/19,31,2.35,2.24,5.6,,D,C,SW,26.6020298,26.35889816,23.3337574,
SW2_4_5_S178_L001,SW2.4_5,26.32792208,37215,37082,SW2.4,A.albopictus,Adult,M,9/16/19,32,2.72,2.71,7.12,,D,C,SW,23.76101875,24.07833862,22.99433899,
SW3_2_3_S185_L001,SW3.2_3,26.35634478,45625,45512,SW3.2,A.albopictus,Adult,M,9/16/19,32,2.45,2.35,6.66,,N,C,SW,23.55317688,23.08093452,22.94342613,
SW2_2_1_S168_L001,SW2.2_1,26.913171,31161,31057,SW2.2,A.albopictus,Adult,F,9/17/19,33,3.47,2.84,6.94,,N,C,SW,23.06884193,23.4920845,24.28453064,
SW2_1_8_S167_L001,SW2.1_8,25.69528862,125378,124840,SW2.1,A.albopictus,Adult,M,9/22/19,38,2.24,2.23,6.91,,N,C,SW,24.23282814,25.739645,23.16219902,"was listed as day 34, changed to 38 based on 9/22 date"
SW2_2_3_S169_L001,SW2.2_3,27.91014186,56769,56571,SW2.2,A.albopictus,Adult,F,9/22/19,38,2.41,2.45,7.01,,N,C,SW,23.70467949,23.59632874,25.41029549,"was listed as day 34, changed to 38 based on 9/22 date"
SW3_2_5_S186_L001,SW3.2_5,26.09778857,58484,58327,SW3.2,A.albopictus,Adult,F,9/22/19,38,2.32,2.4,7.21,,N,C,SW,22.74755287,22.70573044,22.37865067,"was listed as day 34, changed to 38 based on 9/22 date"
M_SW1_1_S436_L001,M_SW1_1,,6485,201,,Infusion water,Infusion,,8/15/19,0,,,,SW Microbial-filtered-dilute,,,SW,,,,"some info was blank, filled it in assuming this was the day 0 infusion water sample. Also, there was treatment info which I don't understand"
M_SW1_2_S437_L001,M_SW1_2,,3259,5,,Infusion water,Infusion,,8/15/19,0,,,,SW Microbial-filtered-dilute,,,SW,,,,"some info was blank, filled it in assuming this was the day 0 infusion water sample. Also, there was treatment info which I don't understand"
M_SW1_3_S438_L001,M_SW1_3,,3086,0,,Infusion water,Infusion,,8/15/19,0,,,,SW Microbial-filtered-dilute,,,SW,,,,"some info was blank, filled it in assuming this was the day 0 infusion water sample. Also, there was treatment info which I don't understand"
RSP_F_D3_S457_L001,RSP_F_D3,,6103,1675,,Dispersal Filtered,Dispersal,,8/17/19,2,,,,,,,,,,,
RSP_F_D5_S439_L001,RSP_F_D5,,8004,2137,,Dispersal Filtered,Dispersal,,8/19/19,4,,,,,,,,,,,
RSP_F_D9_S443_L001,RSP_F_D9,,5221,201,,Dispersal Filtered,Dispersal,,8/23/19,8,,,,,,,,,,,
RSP_F_D11_S445_L001,RSP_F_D11,,1197,9,,Dispersal Filtered,Dispersal,,8/25/19,10,,,,,,,,,,,
RSP_F_D13_S447_L001,RSP_F_D13,,3328,106,,Dispersal Filtered,Dispersal,,8/27/19,12,,,,,,,,,,,
RSP_F_D15_S449_L001,RSP_F_D15,,10601,1474,,Dispersal Filtered,Dispersal,,8/29/19,14,,,,,,,,,,,
RSP_F_D17_S451_L001,RSP_F_D17,,4843,478,,Dispersal Filtered,Dispersal,,8/31/19,16,,,,,,,,,,,
RSP_F_D19_S453_L001,RSP_F_D19,,4477,274,,Dispersal Filtered,Dispersal,,9/2/19,18,,,,,,,,,,,
RSP_F_D21_S455_L001,RSP_F_D21,,7713,601,,Dispersal Filtered,Dispersal,,9/4/19,20,,,,,,,,,,,
RSP_NF_D3_S458_L001,RSP_NF_D3,,47243,41392,,Dispersal Unfiltered,Dispersal,,8/17/19,2,,,,,,,,,,,
RSP_NF_D5_S440_L001,RSP_NF_D5,,39319,35281,,Dispersal Unfiltered,Dispersal,,8/19/19,4,,,,,,,,,,,
RSP_NF_D7_S442_L001,RSP_NF_D7,,35460,31405,,Dispersal Unfiltered,Dispersal,,8/21/19,6,,,,,,,,,,,
RSP_NF_D9_S444_L001,RSP_NF_D9,,35877,32802,,Dispersal Unfiltered,Dispersal,,8/23/19,8,,,,,,,,,,,
RSP_NF_D11_S446_L001,RSP_NF_D11,,41218,37822,,Dispersal Unfiltered,Dispersal,,8/25/19,10,,,,,,,,,,,
RSP_NF_D13_S448_L001,RSP_NF_D13,,36454,33363,,Dispersal Unfiltered,Dispersal,,8/27/19,12,,,,,,,,,,,
RSP_NF_D15_S450_L001,RSP_NF_D15,,40347,37179,,Dispersal Unfiltered,Dispersal,,8/29/19,14,,,,,,,,,,,
RSP_NF_D17_S452_L001,RSP_NF_D17,,39666,36554,,Dispersal Unfiltered,Dispersal,,8/31/19,16,,,,,,,,,,,
RSP_NF_D19_S454_L001,RSP_NF_D19,,52115,47679,,Dispersal Unfiltered,Dispersal,,9/2/19,18,,,,,,,,,,,
RSP_NF_D21_S456_L001,RSP_NF_D21,,48892,44845,,Dispersal Unfiltered,Dispersal,,9/4/19,20,,,,,,,,,,,
M_D5_OL1_1_S358_L001,M_D5_OL1.1,,17327,16407,OL1.1,Microbial Water,Water,,8/19/19,4,,,,,N,C,OL,,,,
M_D5_OL1_2_S359_L001,M_D5_OL1.2,,12124,11294,OL1.2,Microbial Water,Water,,8/19/19,4,,,,,N,C,OL,,,,
M_D5_OL1_3_S360_L001,M_D5_OL1.3,,17174,15884,OL1.3,Microbial Water,Water,,8/19/19,4,,,,,D,C,OL,,,,
M_D5_OL1_4_S361_L001,M_D5_OL1.4,,16643,15310,OL1.4,Microbial Water,Water,,8/19/19,4,,,,,D,C,OL,,,,
M_D5_OL1_5_S362_L001,M_D5_OL1.5,,21221,18903,OL1.5,Microbial Water,Water,,8/19/19,4,,,,,N,H,OL,,,,
M_D5_OL1_6_S363_L001,M_D5_OL1.6,,26922,23373,OL1.6,Microbial Water,Water,,8/19/19,4,,,,,N,H,OL,,,,
M_D5_OL1_7_S364_L001,M_D5_OL1.7,,29553,25988,OL1.7,Microbial Water,Water,,8/19/19,4,,,,,D,H,OL,,,,
M_D5_OL1_8_S365_L001,M_D5_OL1.8,,25927,22627,OL1.8,Microbial Water,Water,,8/19/19,4,,,,,D,H,OL,,,,
M_D5_OL2_1_S366_L001,M_D5_OL2.1,,29777,27805,OL2.1,Microbial Water,Water,,8/19/19,4,,,,,N,C,OL,,,,
M_D5_OL2_2_S367_L001,M_D5_OL2.2,,31209,29193,OL2.2,Microbial Water,Water,,8/19/19,4,,,,,N,C,OL,,,,
M_D5_OL2_3_S368_L001,M_D5_OL2.3,,29723,27667,OL2.3,Microbial Water,Water,,8/19/19,4,,,,,D,C,OL,,,,
M_D5_OL2_4_S369_L001,M_D5_OL2.4,,16381,15284,OL2.4,Microbial Water,Water,,8/19/19,4,,,,,D,C,OL,,,,
M_D5_OL2_5_S370_L001,M_D5_OL2.5,,15411,13702,OL2.5,Microbial Water,Water,,8/19/19,4,,,,,N,H,OL,,,,
M_D5_OL2_6_S371_L001,M_D5_OL2.6,,14493,12954,OL2.6,Microbial Water,Water,,8/19/19,4,,,,,N,H,OL,,,,
M_D5_OL2_7_S372_L001,M_D5_OL2.7,,17921,15554,OL2.7,Microbial Water,Water,,8/19/19,4,,,,,D,H,OL,,,,
M_D5_OL2_8_S373_L001,M_D5_OL2.8,,16893,14879,OL2.8,Microbial Water,Water,,8/19/19,4,,,,,D,H,OL,,,,
M_D5_OL3_1_S374_L001,M_D5_OL3.1,,21186,18667,OL3.1,Microbial Water,Water,,8/19/19,4,,,,,N,C,OL,,,,
M_D5_OL3_2_S375_L001,M_D5_OL3.2,,18826,16606,OL3.2,Microbial Water,Water,,8/19/19,4,,,,,N,C,OL,,,,
M_D5_OL3_3_S376_L001,M_D5_OL3.3,,36228,31784,OL3.3,Microbial Water,Water,,8/19/19,4,,,,,D,C,OL,,,,
M_D5_OL3_4_S377_L001,M_D5_OL3.4,,32058,27972,OL3.4,Microbial Water,Water,,8/19/19,4,,,,,D,C,OL,,,,
M_D5_OL3_5_S378_L001,M_D5_OL3.5,,31291,25635,OL3.5,Microbial Water,Water,,8/19/19,4,,,,,N,H,OL,,,,
M_D5_OL3_6_S468_L001,M_D5_OL3.6,,62207,51816,OL3.6,Microbial Water,Water,,8/19/19,4,,,,,N,H,OL,,,,
M_D5_OL3_7_S380_L001,M_D5_OL3.7,,66217,55956,OL3.7,Microbial Water,Water,,8/19/19,4,,,,,D,H,OL,,,,
M_D5_OL3_8_S381_L001,M_D5_OL3.8,,63529,53442,OL3.8,Microbial Water,Water,,8/19/19,4,,,,,D,H,OL,,,,
M_D5_SG1_1_S382_L001,M_D5_SG1.1,,63990,56850,SG1.1,Microbial Water,Water,,8/19/19,4,,,,,N,C,SG,,,,
M_D5_SG1_2_S383_L001,M_D5_SG1.2,,47874,41957,SG1.2,Microbial Water,Water,,8/19/19,4,,,,,N,C,SG,,,,
M_D5_SG1_3_S384_L001,M_D5_SG1.3,,47327,42600,SG1.3,Microbial Water,Water,,8/19/19,4,,,,,D,C,SG,,,,
M_D5_SG1_4_S385_L001,M_D5_SG1.4,,20040,17861,SG1.4,Microbial Water,Water,,8/19/19,4,,,,,D,C,SG,,,,
M_D5_SG1_5_S386_L001,M_D5_SG1.5,,22814,19321,SG1.5,Microbial Water,Water,,8/19/19,4,,,,,N,H,SG,,,,
M_D5_SG1_7_S388_L001,M_D5_SG1.7,,17252,14863,SG1.7,Microbial Water,Water,,8/19/19,4,,,,,D,H,SG,,,,
M_D5_SG1_8_S389_L001,M_D5_SG1.8,,9237,8166,SG1.8,Microbial Water,Water,,8/19/19,4,,,,,D,H,SG,,,,
M_D5_SG2_1_S390_L001,M_D5_SG2.1,,33700,31733,SG2.1,Microbial Water,Water,,8/19/19,4,,,,,N,C,SG,,,,
M_D5_SG2_2_S391_L001,M_D5_SG2.2,,17077,16196,SG2.2,Microbial Water,Water,,8/19/19,4,,,,,N,C,SG,,,,
M_D5_SG2_3_S392_L001,M_D5_SG2.3,,43576,40783,SG2.3,Microbial Water,Water,,8/19/19,4,,,,,D,C,SG,,,,
M_D5_SG2_5_S394_L001,M_D5_SG2.5,,11257,10570,SG2.5,Microbial Water,Water,,8/19/19,4,,,,,N,H,SG,,,,
M_D5_SG2_6_S395_L001,M_D5_SG2.6,,36265,33736,SG2.6,Microbial Water,Water,,8/19/19,4,,,,,N,H,SG,,,,
M_D5_SG2_7_S396_L001,M_D5_SG2.7,,35264,33326,SG2.7,Microbial Water,Water,,8/19/19,4,,,,,D,H,SG,,,,
M_D5_SG2_8_S397_L001,M_D5_SG2.8,,29466,27999,SG2.8,Microbial Water,Water,,8/19/19,4,,,,,D,H,SG,,,,
M_D5_SG3_1_S398_L001,M_D5_SG3.1,,29167,26678,SG3.1,Microbial Water,Water,,8/19/19,4,,,,,N,C,SG,,,,
M_D5_SG3_2_S399_L001,M_D5_SG3.2,,34789,31803,SG3.2,Microbial Water,Water,,8/19/19,4,,,,,N,C,SG,,,,
M_D5_SG3_3_S400_L001,M_D5_SG3.3,,34190,31523,SG3.3,Microbial Water,Water,,8/19/19,4,,,,,D,C,SG,,,,
M_D5_SG3_4_S401_L001,M_D5_SG3.4,,22398,20054,SG3.4,Microbial Water,Water,,8/19/19,4,,,,,D,C,SG,,,,
M_D5_SG3_5_S402_L001,M_D5_SG3.5,,36986,32939,SG3.5,Microbial Water,Water,,8/19/19,4,,,,,N,H,SG,,,,
M_D5_SG3_6_S403_L001,M_D5_SG3.6,,34285,30346,SG3.6,Microbial Water,Water,,8/19/19,4,,,,,N,H,SG,,,,
M_D5_SG3_7_S404_L001,M_D5_SG3.7,,29772,27009,SG3.7,Microbial Water,Water,,8/19/19,4,,,,,D,H,SG,,,,
M_D5_SG3_8_S405_L001,M_D5_SG3.8,,16084,14469,SG3.8,Microbial Water,Water,,8/19/19,4,,,,,D,H,SG,,,,
M_D5_SW1_1_S406_L001,M_D5_SW1.1,,52361,47903,SW1.1,Microbial Water,Water,,8/19/19,4,,,,,N,C,SW,,,,
M_D5_SW1_2_S407_L001,M_D5_SW1.2,,55626,50825,SW1.2,Microbial Water,Water,,8/19/19,4,,,,,N,C,SW,,,,
M_D5_SW1_3_S408_L001,M_D5_SW1.3,,51263,46788,SW1.3,Microbial Water,Water,,8/19/19,4,,,,,D,C,SW,,,,
