sample_name,orgname,16scq,totsum,rspsum,mesocosm,type,stage,sex,date.collected,day,abdomen.length.mm,wing.length,hindleg.length,special,dispersal,temperature,infusion,Wolb_ct1,Wolb_ct2,Act_ct,notes
M_D5_SW1_4_S409_L001,M_D5_SW1.4,,42549,38936,SW1.4,Microbial Water,Water,,8/19/19,4,,,,,D,C,SW,,,,
M_D5_SW1_5_S410_L001,M_D5_SW1.5,,44771,41455,SW1.5,Microbial Water,Water,,8/19/19,4,,,,,N,H,SW,,,,
M_D5_SW1_6_S411_L001,M_D5_SW1.6,,42813,39183,SW1.6,Microbial Water,Water,,8/19/19,4,,,,,N,H,SW,,,,
M_D5_SW1_7_S412_L001,M_D5_SW1.7,,44578,40681,SW1.7,Microbial Water,Water,,8/19/19,4,,,,,D,H,SW,,,,
M_D5_SW1_8_S413_L001,M_D5_SW1.8,,36076,32938,SW1.8,Microbial Water,Water,,8/19/19,4,,,,,D,H,SW,,,,
M_D5_SW2_1_S414_L001,M_D5_SW2.1,,64191,59056,SW2.1,Microbial Water,Water,,8/19/19,4,,,,,N,C,SW,,,,
M_D5_SW2_2_S415_L001,M_D5_SW2.2,,49930,45533,SW2.2,Microbial Water,Water,,8/19/19,4,,,,,N,C,SW,,,,
M_D5_SW2_3_S416_L001,M_D5_SW2.3,,68034,62016,SW2.3,Microbial Water,Water,,8/19/19,4,,,,,D,C,SW,,,,
M_D5_SW2_4_S417_L001,M_D5_SW2.4,,56080,51470,SW2.4,Microbial Water,Water,,8/19/19,4,,,,,D,C,SW,,,,
M_D5_SW2_5_S418_L001,M_D5_SW2.5,,49562,45652,SW2.5,Microbial Water,Water,,8/19/19,4,,,,,N,H,SW,,,,
M_D5_SW2_6_S419_L001,M_D5_SW2.6,,53283,48105,SW2.6,Microbial Water,Water,,8/19/19,4,,,,,N,H,SW,,,,
M_D5_SW2_7_S420_L001,M_D5_SW2.7,,56701,51912,SW2.7,Microbial Water,Water,,8/19/19,4,,,,,D,H,SW,,,,
M_D5_SW2_8_S421_L001,M_D5_SW2.8,,44369,40749,SW2.8,Microbial Water,Water,,8/19/19,4,,,,,D,H,SW,,,,
M_D5_SW3_1_S422_L001,M_D5_SW3.1,,44526,40662,SW3.1,Microbial Water,Water,,8/19/19,4,,,,,N,C,SW,,,,
M_D5_SW3_2_S423_L001,M_D5_SW3.2,,47849,43372,SW3.2,Microbial Water,Water,,8/19/19,4,,,,,N,C,SW,,,,
M_D5_SW3_3_S424_L001,M_D5_SW3.3,,45819,42145,SW3.3,Microbial Water,Water,,8/19/19,4,,,,,D,C,SW,,,,
M_D5_SW3_4_S425_L001,M_D5_SW3.4,,37502,33678,SW3.4,Microbial Water,Water,,8/19/19,4,,,,,D,C,SW,,,,
M_D5_SW3_5_S426_L001,M_D5_SW3.5,,33156,29877,SW3.5,Microbial Water,Water,,8/19/19,4,,,,,N,H,SW,,,,
M_D5_SW3_6_S427_L001,M_D5_SW3.6,,37989,34268,SW3.6,Microbial Water,Water,,8/19/19,4,,,,,N,H,SW,,,,
M_D5_SW3_7_S428_L001,M_D5_SW3.7,,44036,40418,SW3.7,Microbial Water,Water,,8/19/19,4,,,,,D,H,SW,,,,
M_D5_SW3_8_S429_L001,M_D5_SW3.8,,43600,39943,SW3.8,Microbial Water,Water,,8/19/19,4,,,,,D,H,SW,,,,
M_D13_OL1_1_S216_L001,M_D13_OL1.1,,25797,23466,OL1.1,Microbial Water,Water,,8/27/19,12,,,,,N,C,OL,,,,
M_D13_OL1_2_S217_L001,M_D13_OL1.2,,34139,31716,OL1.2,Microbial Water,Water,,8/27/19,12,,,,,N,C,OL,,,,
M_D13_OL1_3_S218_L001,M_D13_OL1.3,,15861,14492,OL1.3,Microbial Water,Water,,8/27/19,12,,,,,D,C,OL,,,,
M_D13_OL1_4_S219_L001,M_D13_OL1.4,,49298,45548,OL1.4,Microbial Water,Water,,8/27/19,12,,,,,D,C,OL,,,,
M_D13_OL1_5_S220_L001,M_D13_OL1.5,,2708,236,OL1.5,Microbial Water,Water,,8/27/19,12,,,,,N,H,OL,,,,
M_D13_OL1_6_S221_L001,M_D13_OL1.6,,44559,39491,OL1.6,Microbial Water,Water,,8/27/19,12,,,,,N,H,OL,,,,
M_D13_OL1_7_S222_L001,M_D13_OL1.7,,32248,29021,OL1.7,Microbial Water,Water,,8/27/19,12,,,,,D,H,OL,,,,
M_D13_OL1_8_S223_L001,M_D13_OL1.8,,32456,29261,OL1.8,Microbial Water,Water,,8/27/19,12,,,,,D,H,OL,,,,
M_D13_OL2_1_S224_L001,M_D13_OL2.1,,39229,35577,OL2.1,Microbial Water,Water,,8/27/19,12,,,,,N,C,OL,,,,
M_D13_OL2_2_S225_L001,M_D13_OL2.2,,31583,29041,OL2.2,Microbial Water,Water,,8/27/19,12,,,,,N,C,OL,,,,
M_D13_OL2_3_S226_L001,M_D13_OL2.3,,23414,21719,OL2.3,Microbial Water,Water,,8/27/19,12,,,,,D,C,OL,,,,
M_D13_OL2_4_S227_L001,M_D13_OL2.4,,36063,33143,OL2.4,Microbial Water,Water,,8/27/19,12,,,,,D,C,OL,,,,
M_D13_OL2_5_S228_L001,M_D13_OL2.5,,21732,19188,OL2.5,Microbial Water,Water,,8/27/19,12,,,,,N,H,OL,,,,
M_D13_OL2_6_S229_L001,M_D13_OL2.6,,29456,25651,OL2.6,Microbial Water,Water,,8/27/19,12,,,,,N,H,OL,,,,
M_D13_OL2_7_S230_L001,M_D13_OL2.7,,28640,24118,OL2.7,Microbial Water,Water,,8/27/19,12,,,,,D,H,OL,,,,
M_D13_OL2_8_S231_L001,M_D13_OL2.8,,30425,26427,OL2.8,Microbial Water,Water,,8/27/19,12,,,,,D,H,OL,,,,
M_D13_OL3_1_S232_L001,M_D13_OL3.1,,25558,22609,OL3.1,Microbial Water,Water,,8/27/19,12,,,,,N,C,OL,,,,
M_D13_OL3_2_S233_L001,M_D13_OL3.2,,33057,28708,OL3.2,Microbial Water,Water,,8/27/19,12,,,,,N,C,OL,,,,
M_D13_OL3_3_S234_L001,M_D13_OL3.3,,34293,29510,OL3.3,Microbial Water,Water,,8/27/19,12,,,,,D,C,OL,,,,
M_D13_OL3_4_S235_L001,M_D13_OL3.4,,33407,28879,OL3.4,Microbial Water,Water,,8/27/19,12,,,,,D,C,OL,,,,
M_D13_OL3_5_S236_L001,M_D13_OL3.5,,22708,19029,OL3.5,Microbial Water,Water,,8/27/19,12,,,,,N,H,OL,,,,
M_D13_OL3_6_S237_L001,M_D13_OL3.6,,40936,34119,OL3.6,Microbial Water,Water,,8/27/19,12,,,,,N,H,OL,,,,
M_D13_OL3_7_S238_L001,M_D13_OL3.7,,26852,22507,OL3.7,Microbial Water,Water,,8/27/19,12,,,,,D,H,OL,,,,
M_D13_OL3_8_S239_L001,M_D13_OL3.8,,19802,15641,OL3.8,Microbial Water,Water,,8/27/19,12,,,,,D,H,OL,,,,
M_D13_SG1_1_S240_L001,M_D13_SG1.1,,16235,15460,SG1.1,Microbial Water,Water,,8/27/19,12,,,,,N,C,SG,,,,
M_D13_SG1_2_S241_L001,M_D13_SG1.2,,13962,12998,SG1.2,Microbial Water,Water,,8/27/19,12,,,,,N,C,SG,,,,
M_D13_SG1_3_S242_L001,M_D13_SG1.3,,25161,23558,SG1.3,Microbial Water,Water,,8/27/19,12,,,,,D,C,SG,,,,
M_D13_SG1_4_S243_L001,M_D13_SG1.4,,17796,16776,SG1.4,Microbial Water,Water,,8/27/19,12,,,,,D,C,SG,,,,
M_D13_SG1_5_S244_L001,M_D13_SG1.5,,16366,14783,SG1.5,Microbial Water,Water,,8/27/19,12,,,,,N,H,SG,,,,
M_D13_SG1_6_S245_L001,M_D13_SG1.6,,29384,27157,SG1.6,Microbial Water,Water,,8/27/19,12,,,,,N,H,SG,,,,
M_D13_SG1_7_S246_L001,M_D13_SG1.7,,20666,19088,SG1.7,Microbial Water,Water,,8/27/19,12,,,,,D,H,SG,,,,
M_D13_SG1_8_S247_L001,M_D13_SG1.8,,27823,24451,SG1.8,Microbial Water,Water,,8/27/19,12,,,,,D,H,SG,,,,
M_D13_SG2_1_S248_L001,M_D13_SG2.1,,18245,17574,SG2.1,Microbial Water,Water,,8/27/19,12,,,,,N,C,SG,,,,
M_D13_SG2_2_S249_L001,M_D13_SG2.2,,22164,21521,SG2.2,Microbial Water,Water,,8/27/19,12,,,,,N,C,SG,,,,
M_D13_SG2_3_S250_L001,M_D13_SG2.3,,25354,24502,SG2.3,Microbial Water,Water,,8/27/19,12,,,,,D,C,SG,,,,
M_D13_SG2_4_S251_L001,M_D13_SG2.4,,18306,17703,SG2.4,Microbial Water,Water,,8/27/19,12,,,,,D,C,SG,,,,
M_D13_SG2_5_S252_L001,M_D13_SG2.5,,13094,12760,SG2.5,Microbial Water,Water,,8/27/19,12,,,,,N,H,SG,,,,
M_D13_SG2_6_S253_L001,M_D13_SG2.6,,11982,11604,SG2.6,Microbial Water,Water,,8/27/19,12,,,,,N,H,SG,,,,
M_D13_SG2_7_S254_L001,M_D13_SG2.7,,209,0,SG2.7,Microbial Water,Water,,8/27/19,12,,,,,D,H,SG,,,,
M_D13_SG2_8_S255_L001,M_D13_SG2.8,,16851,16197,SG2.8,Microbial Water,Water,,8/27/19,12,,,,,D,H,SG,,,,
M_D13_SG3_1_S256_L001,M_D13_SG3.1,,17195,16138,SG3.1,Microbial Water,Water,,8/27/19,12,,,,,N,C,SG,,,,
M_D13_SG3_2_S257_L001,M_D13_SG3.2,,28723,26812,SG3.2,Microbial Water,Water,,8/27/19,12,,,,,N,C,SG,,,,
M_D13_SG3_3_S258_L001,M_D13_SG3.3,,22766,21322,SG3.3,Microbial Water,Water,,8/27/19,12,,,,,D,C,SG,,,,
M_D13_SG3_4_S259_L001,M_D13_SG3.4,,36290,33899,SG3.4,Microbial Water,Water,,8/27/19,12,,,,,D,C,SG,,,,
M_D13_SG3_5_S260_L001,M_D13_SG3.5,,21734,19834,SG3.5,Microbial Water,Water,,8/27/19,12,,,,,N,H,SG,,,,
M_D13_SG3_6_S261_L001,M_D13_SG3.6,,22536,20835,SG3.6,Microbial Water,Water,,8/27/19,12,,,,,N,H,SG,,,,
M_D13_SG3_7_S262_L001,M_D13_SG3.7,,17221,15978,SG3.7,Microbial Water,Water,,8/27/19,12,,,,,D,H,SG,,,,
M_D13_SG3_8_S263_L001,M_D13_SG3.8,,15309,14265,SG3.8,Microbial Water,Water,,8/27/19,12,,,,,D,H,SG,,,,
M_D13_SW1_1_S264_L001,M_D13_SW1.1,,18733,17179,SW1.1,Microbial Water,Water,,8/27/19,12,,,,,N,C,SW,,,,
M_D13_SW1_2_S265_L001,M_D13_SW1.2,,15053,13836,SW1.2,Microbial Water,Water,,8/27/19,12,,,,,N,C,SW,,,,
M_D13_SW1_3_S266_L001,M_D13_SW1.3,,25973,23773,SW1.3,Microbial Water,Water,,8/27/19,12,,,,,D,C,SW,,,,
M_D13_SW1_4_S267_L001,M_D13_SW1.4,,22678,21316,SW1.4,Microbial Water,Water,,8/27/19,12,,,,,D,C,SW,,,,
M_D13_SW1_5_S268_L001,M_D13_SW1.5,,38842,36533,SW1.5,Microbial Water,Water,,8/27/19,12,,,,,N,H,SW,,,,
M_D13_SW1_6_S269_L001,M_D13_SW1.6,,40625,38032,SW1.6,Microbial Water,Water,,8/27/19,12,,,,,N,H,SW,,,,
M_D13_SW1_7_S270_L001,M_D13_SW1.7,,21656,19863,SW1.7,Microbial Water,Water,,8/27/19,12,,,,,D,H,SW,,,,
M_D13_SW1_8_S271_L001,M_D13_SW1.8,,26330,24660,SW1.8,Microbial Water,Water,,8/27/19,12,,,,,D,H,SW,,,,
M_D13_SW2_1_S461_L001,M_D13_SW2.1,,30490,28104,SW2.1,Microbial Water,Water,,8/27/19,12,,,,,N,C,SW,,,,
M_D13_SW2_2_S272_L001,M_D13_SW2.2,,26891,24879,SW2.2,Microbial Water,Water,,8/27/19,12,,,,,N,C,SW,,,,
M_D13_SW2_3_S273_L001,M_D13_SW2.3,,26418,24600,SW2.3,Microbial Water,Water,,8/27/19,12,,,,,D,C,SW,,,,
M_D13_SW2_4_S274_L001,M_D13_SW2.4,,29091,26768,SW2.4,Microbial Water,Water,,8/27/19,12,,,,,D,C,SW,,,,
M_D13_SW2_5_S275_L001,M_D13_SW2.5,,17144,15926,SW2.5,Microbial Water,Water,,8/27/19,12,,,,,N,H,SW,,,,
M_D13_SW2_6_S276_L001,M_D13_SW2.6,,34200,32236,SW2.6,Microbial Water,Water,,8/27/19,12,,,,,N,H,SW,,,,
M_D13_SW2_7_S277_L001,M_D13_SW2.7,,24687,22845,SW2.7,Microbial Water,Water,,8/27/19,12,,,,,D,H,SW,,,,
M_D13_SW2_8_S278_L001,M_D13_SW2.8,,17957,16979,SW2.8,Microbial Water,Water,,8/27/19,12,,,,,D,H,SW,,,,
M_D13_SW3_1_S279_L001,M_D13_SW3.1,,25173,23183,SW3.1,Microbial Water,Water,,8/27/19,12,,,,,N,C,SW,,,,
M_D13_SW3_2_S280_L001,M_D13_SW3.2,,32434,29773,SW3.2,Microbial Water,Water,,8/27/19,12,,,,,N,C,SW,,,,
M_D13_SW3_3_S281_L001,M_D13_SW3.3,,23737,21956,SW3.3,Microbial Water,Water,,8/27/19,12,,,,,D,C,SW,,,,
M_D13_SW3_4_S282_L001,M_D13_SW3.4,,22840,21259,SW3.4,Microbial Water,Water,,8/27/19,12,,,,,D,C,SW,,,,
M_D13_SW3_5_S283_L001,M_D13_SW3.5,,34205,31533,SW3.5,Microbial Water,Water,,8/27/19,12,,,,,N,H,SW,,,,
M_D13_SW3_6_S284_L001,M_D13_SW3.6,,29218,27046,SW3.6,Microbial Water,Water,,8/27/19,12,,,,,N,H,SW,,,,
M_D13_SW3_7_S285_L001,M_D13_SW3.7,,29584,27389,SW3.7,Microbial Water,Water,,8/27/19,12,,,,,D,H,SW,,,,
M_D13_SW3_8_S286_L001,M_D13_SW3.8,,30900,29270,SW3.8,Microbial Water,Water,,8/27/19,12,,,,,D,H,SW,,,,
M_D21_OL1_1_S287_L001,M_D21_OL1.1,,21015,18760,OL1.1,Microbial Water,Water,,9/4/19,20,,,,,N,C,OL,,,,
M_D21_OL1_2_S288_L001,M_D21_OL1.2,,29867,27547,OL1.2,Microbial Water,Water,,9/4/19,20,,,,,N,C,OL,,,,
M_D21_OL1_3_S289_L001,M_D21_OL1.3,,33671,30897,OL1.3,Microbial Water,Water,,9/4/19,20,,,,,D,C,OL,,,,
M_D21_OL1_4_S290_L001,M_D21_OL1.4,,30036,27244,OL1.4,Microbial Water,Water,,9/4/19,20,,,,,D,C,OL,,,,
M_D21_OL1_5_S291_L001,M_D21_OL1.5,,29524,25436,OL1.5,Microbial Water,Water,,9/4/19,20,,,,,N,H,OL,,,,
M_D21_OL1_6_S292_L001,M_D21_OL1.6,,29723,26542,OL1.6,Microbial Water,Water,,9/4/19,20,,,,,N,H,OL,,,,
M_D21_OL1_7_S293_L001,M_D21_OL1.7,,30401,27154,OL1.7,Microbial Water,Water,,9/4/19,20,,,,,D,H,OL,,,,
M_D21_OL1_8_S294_L001,M_D21_OL1.8,,36718,33590,OL1.8,Microbial Water,Water,,9/4/19,20,,,,,D,H,OL,,,,
M_D21_OL2_1_S295_L001,M_D21_OL2.1,,25148,22317,OL2.1,Microbial Water,Water,,9/4/19,20,,,,,N,C,OL,,,,
M_D21_OL2_2_S296_L001,M_D21_OL2.2,,43030,40166,OL2.2,Microbial Water,Water,,9/4/19,20,,,,,N,C,OL,,,,
M_D21_OL2_3_S297_L001,M_D21_OL2.3,,26488,24598,OL2.3,Microbial Water,Water,,9/4/19,20,,,,,D,C,OL,,,,
M_D21_OL2_4_S298_L001,M_D21_OL2.4,,24313,22065,OL2.4,Microbial Water,Water,,9/4/19,20,,,,,D,C,OL,,,,
M_D21_OL2_5_S299_L001,M_D21_OL2.5,,36637,32190,OL2.5,Microbial Water,Water,,9/4/19,20,,,,,N,H,OL,,,,
M_D21_OL2_6_S300_L001,M_D21_OL2.6,,31339,27606,OL2.6,Microbial Water,Water,,9/4/19,20,,,,,N,H,OL,,,,
M_D21_OL2_7_S301_L001,M_D21_OL2.7,,28489,22706,OL2.7,Microbial Water,Water,,9/4/19,20,,,,,D,H,OL,,,,
M_D21_OL2_8_S302_L001,M_D21_OL2.8,,14552,12696,OL2.8,Microbial Water,Water,,9/4/19,20,,,,,D,H,OL,,,,
M_D21_OL3_1_S303_L001,M_D21_OL3.1,,17314,14990,OL3.1,Microbial Water,Water,,9/4/19,20,,,,,N,C,OL,,,,
M_D21_OL3_2_S304_L001,M_D21_OL3.2,,25450,21819,OL3.2,Microbial Water,Water,,9/4/19,20,,,,,N,C,OL,,,,
M_D21_OL3_3_S305_L001,M_D21_OL3.3,,25244,22094,OL3.3,Microbial Water,Water,,9/4/19,20,,,,,D,C,OL,,,,
M_D21_OL3_4_S306_L001,M_D21_OL3.4,,31471,26897,OL3.4,Microbial Water,Water,,9/4/19,20,,,,,D,C,OL,,,,
M_D21_OL3_5_S307_L001,M_D21_OL3.5,,32709,26914,OL3.5,Microbial Water,Water,,9/4/19,20,,,,,N,H,OL,,,,
M_D21_OL3_6_S465_L001,M_D21_OL3.6,,24304,21186,OL3.6,Microbial Water,Water,,9/4/19,20,,,,,N,H,OL,,,,
M_D21_OL3_7_S308_L001,M_D21_OL3.7,,20279,17085,OL3.7,Microbial Water,Water,,9/4/19,20,,,,,D,H,OL,,,,
M_D21_OL3_8_S309_L001,M_D21_OL3.8,,21457,17178,OL3.8,Microbial Water,Water,,9/4/19,20,,,,,D,H,OL,,,,
M_D21_SG1_1_S310_L001,M_D21_SG1.1,,11702,10748,SG1.1,Microbial Water,Water,,9/4/19,20,,,,,N,C,SG,,,,
M_D21_SG1_2_S311_L001,M_D21_SG1.2,,13530,12365,SG1.2,Microbial Water,Water,,9/4/19,20,,,,,N,C,SG,,,,
M_D21_SG1_3_S312_L001,M_D21_SG1.3,,22787,20640,SG1.3,Microbial Water,Water,,9/4/19,20,,,,,D,C,SG,,,,
M_D21_SG1_4_S313_L001,M_D21_SG1.4,,12721,11567,SG1.4,Microbial Water,Water,,9/4/19,20,,,,,D,C,SG,,,,
M_D21_SG1_5_S314_L001,M_D21_SG1.5,,12970,11673,SG1.5,Microbial Water,Water,,9/4/19,20,,,,,N,H,SG,,,,
M_D21_SG1_6_S315_L001,M_D21_SG1.6,,13596,11804,SG1.6,Microbial Water,Water,,9/4/19,20,,,,,N,H,SG,,,,
M_D21_SG1_7_S316_L001,M_D21_SG1.7,,15158,13168,SG1.7,Microbial Water,Water,,9/4/19,20,,,,,D,H,SG,,,,
M_D21_SG1_8_S317_L001,M_D21_SG1.8,,12534,11186,SG1.8,Microbial Water,Water,,9/4/19,20,,,,,D,H,SG,,,,
M_D21_SG2_1_S318_L001,M_D21_SG2.1,,12927,12550,SG2.1,Microbial Water,Water,,9/4/19,20,,,,,N,C,SG,,,,
M_D21_SG2_2_S319_L001,M_D21_SG2.2,,17801,17126,SG2.2,Microbial Water,Water,,9/4/19,20,,,,,N,C,SG,,,,
M_D21_SG2_3_S320_L001,M_D21_SG2.3,,20352,19145,SG2.3,Microbial Water,Water,,9/4/19,20,,,,,D,C,SG,,,,
M_D21_SG2_4_S321_L001,M_D21_SG2.4,,20763,19500,SG2.4,Microbial Water,Water,,9/4/19,20,,,,,D,C,SG,,,,
M_D21_SG2_5_S322_L001,M_D21_SG2.5,,12617,11094,SG2.5,Microbial Water,Water,,9/4/19,20,,,,,N,H,SG,,,,
M_D21_SG2_6_S323_L001,M_D21_SG2.6,,14182,13261,SG2.6,Microbial Water,Water,,9/4/19,20,,,,,N,H,SG,,,,
M_D21_SG2_7_S324_L001,M_D21_SG2.7,,17356,16373,SG2.7,Microbial Water,Water,,9/4/19,20,,,,,D,H,SG,,,,
M_D21_SG2_8_S325_L001,M_D21_SG2.8,,16755,15364,SG2.8,Microbial Water,Water,,9/4/19,20,,,,,D,H,SG,,,,
M_D21_SG3_1_S326_L001,M_D21_SG3.1,,19402,17802,SG3.1,Microbial Water,Water,,9/4/19,20,,,,,N,C,SG,,,,
M_D21_SG3_2_S327_L001,M_D21_SG3.2,,15357,14166,SG3.2,Microbial Water,Water,,9/4/19,20,,,,,N,C,SG,,,,
M_D21_SG3_3_S328_L001,M_D21_SG3.3,,11413,10307,SG3.3,Microbial Water,Water,,9/4/19,20,,,,,D,C,SG,,,,
M_D21_SG3_4_S329_L001,M_D21_SG3.4,,18353,16479,SG3.4,Microbial Water,Water,,9/4/19,20,,,,,D,C,SG,,,,
M_D21_SG3_5_S330_L001,M_D21_SG3.5,,25997,23453,SG3.5,Microbial Water,Water,,9/4/19,20,,,,,N,H,SG,,,,
M_D21_SG3_6_S331_L001,M_D21_SG3.6,,25433,22989,SG3.6,Microbial Water,Water,,9/4/19,20,,,,,N,H,SG,,,,
M_D21_SG3_7_S332_L001,M_D21_SG3.7,,17369,15845,SG3.7,Microbial Water,Water,,9/4/19,20,,,,,D,H,SG,,,,
M_D21_SG3_8_S333_L001,M_D21_SG3.8,,17703,16065,SG3.8,Microbial Water,Water,,9/4/19,20,,,,,D,H,SG,,,,
M_D21_SW1_1_S334_L001,M_D21_SW1.1,,14924,13847,SW1.1,Microbial Water,Water,,9/4/19,20,,,,,N,C,SW,,,,
M_D21_SW1_2_S335_L001,M_D21_SW1.2,,11755,10958,SW1.2,Microbial Water,Water,,9/4/19,20,,,,,N,C,SW,,,,
M_D21_SW1_3_S336_L001,M_D21_SW1.3,,15956,14914,SW1.3,Microbial Water,Water,,9/4/19,20,,,,,D,C,SW,,,,
M_D21_SW1_4_S337_L001,M_D21_SW1.4,,18681,17815,SW1.4,Microbial Water,Water,,9/4/19,20,,,,,D,C,SW,,,,
M_D21_SW1_5_S338_L001,M_D21_SW1.5,,4133,4004,SW1.5,Microbial Water,Water,,9/4/19,20,,,,,N,H,SW,,,,
M_D21_SW1_6_S339_L001,M_D21_SW1.6,,20841,19607,SW1.6,Microbial Water,Water,,9/4/19,20,,,,,N,H,SW,,,,
M_D21_SW1_7_S340_L001,M_D21_SW1.7,,26421,24920,SW1.7,Microbial Water,Water,,9/4/19,20,,,,,D,H,SW,,,,
M_D21_SW1_8_S341_L001,M_D21_SW1.8,,17578,16890,SW1.8,Microbial Water,Water,,9/4/19,20,,,,,D,H,SW,,,,
M_D21_SW2_1_S342_L001,M_D21_SW2.1,,19364,16454,SW2.1,Microbial Water,Water,,9/4/19,20,,,,,N,C,SW,,,,
M_D21_SW2_2_S343_L001,M_D21_SW2.2,,23041,20809,SW2.2,Microbial Water,Water,,9/4/19,20,,,,,N,C,SW,,,,
M_D21_SW2_3_S344_L001,M_D21_SW2.3,,20590,19384,SW2.3,Microbial Water,Water,,9/4/19,20,,,,,D,C,SW,,,,
M_D21_SW2_4_S345_L001,M_D21_SW2.4,,17035,15808,SW2.4,Microbial Water,Water,,9/4/19,20,,,,,D,C,SW,,,,
M_D21_SW2_5_S346_L001,M_D21_SW2.5,,16193,15593,SW2.5,Microbial Water,Water,,9/4/19,20,,,,,N,H,SW,,,,
M_D21_SW2_6_S347_L001,M_D21_SW2.6,,19335,18364,SW2.6,Microbial Water,Water,,9/4/19,20,,,,,N,H,SW,,,,
M_D21_SW2_7_S348_L001,M_D21_SW2.7,,15989,15178,SW2.7,Microbial Water,Water,,9/4/19,20,,,,,D,H,SW,,,,
M_D21_SW2_8_S349_L001,M_D21_SW2.8,,18663,17923,SW2.8,Microbial Water,Water,,9/4/19,20,,,,,D,H,SW,,,,
M_D21_SW3_1_S350_L001,M_D21_SW3.1,,11652,10645,SW3.1,Microbial Water,Water,,9/4/19,20,,,,,N,C,SW,,,,
M_D21_SW3_2_S351_L001,M_D21_SW3.2,,24341,21460,SW3.2,Microbial Water,Water,,9/4/19,20,,,,,N,C,SW,,,,
M_D21_SW3_3_S352_L001,M_D21_SW3.3,,56820,52873,SW3.3,Microbial Water,Water,,9/4/19,20,,,,,D,C,SW,,,,
M_D21_SW3_4_S353_L001,M_D21_SW3.4,,22278,20568,SW3.4,Microbial Water,Water,,9/4/19,20,,,,,D,C,SW,,,,
M_D21_SW3_5_S354_L001,M_D21_SW3.5,,29791,27752,SW3.5,Microbial Water,Water,,9/4/19,20,,,,,N,H,SW,,,,
M_D21_SW3_6_S355_L001,M_D21_SW3.6,,21398,20494,SW3.6,Microbial Water,Water,,9/4/19,20,,,,,N,H,SW,,,,
M_D21_SW3_7_S356_L001,M_D21_SW3.7,,16982,16344,SW3.7,Microbial Water,Water,,9/4/19,20,,,,,D,H,SW,,,,
M_D21_SW3_8_S357_L001,M_D21_SW3.8,,13400,12941,SW3.8,Microbial Water,Water,,9/4/19,20,,,,,D,H,SW,,,,
M_OL1_1_S430_L001,M_OL1_1,,14125,104,,Infusion water,Infusion,,8/15/19,0,,,,OL Microbial-filtered-dilute,,,OL,,,,"some info was blank, filled it in assuming this was the day 0 infusion water sample"
M_OL1_2_S431_L001,M_OL1_2,,19438,355,,Infusion water,Infusion,,8/15/19,0,,,,OL Microbial-filtered-dilute,,,OL,,,,"some info was blank, filled it in assuming this was the day 0 infusion water sample"
M_OL1_3_S432_L001,M_OL1_3,,13922,280,,Infusion water,Infusion,,8/15/19,0,,,,OL Microbial-filtered-dilute,,,OL,,,,"some info was blank, filled it in assuming this was the day 0 infusion water sample"
M_SG1_1_S433_L001,M_SG1_1,,7697,57,,Infusion water,Infusion,,8/15/19,0,,,,SG Microbial-filtered-dilute,,,SG,,,,"some info was blank, filled it in assuming this was the day 0 infusion water sample"
M_SG1_2_S434_L001,M_SG1_2,,7374,916,,Infusion water,Infusion,,8/15/19,0,,,,SG Microbial-filtered-dilute,,,SG,,,,"some info was blank, filled it in assuming this was the day 0 infusion water sample"
M_SG1_3_S435_L001,M_SG1_3,,3121,70,,Infusion water,Infusion,,8/15/19,0,,,,SG Microbial-filtered-dilute,,,SG,,,,"some info was blank, filled it in assuming this was the day 0 infusion water sample"
Stock_Culture_RSP_S198_L001,Stock_Culture_RSP,,35398,18056,,Reg spec pool,Culture,,8/15/19,0,,,,,,,,,,,
Extraction_Negative_1_S56_L001,,,,,,Neg_control,,,,,,,,,,,,,,,
Extraction_Negative_2_S147_L001,,,,,,Neg_control,,,,,,,,,,,,,,,
Extraction_Negative_3_S459_L001,,,,,,Neg_control,,,,,,,,,,,,,,,
PCR_Negative_2_S463_L001,,,,,,Neg_control,,,,,,,,,,,,,,,
PCR_Negative_3_S466_L001,,,,,,Neg_control,,,,,,,,,,,,,,,